Gender,ParentMaritalStatus,Maths,Reading,Writing
female,married,64,77,75
female,divorced,59,65,72
female,single,61,68,71
male,married,49,50,54
female,,89,93,96
female,married,67,77,86
female,married,87,98,93
female,married,53,65,62
male,single,74,65,64
female,married,71,76,74
male,married,63,63,58
female,married,72,71,74
female,married,66,77,73
female,married,55,59,59
female,married,83,88,94
male,married,68,59,61
female,married,87,97,96
male,single,79,68,75
male,widowed,100,94,97
female,married,93,100,100
male,divorced,46,42,42
male,married,93,97,97
male,divorced,60,72,68
male,married,70,60,61
female,divorced,81,83,86
female,single,73,86,96
male,married,86,67,69
female,married,81,96,90
female,married,65,72,64
female,married,54,64,62
female,single,81,90,95
female,single,62,71,67
female,married,87,99,91
female,married,56,66,65
male,married,64,58,50
male,married,45,46,42
male,single,76,76,78
female,married,71,81,86
female,single,78,76,74
male,single,74,72,70
male,single,56,60,59
female,divorced,89,94,90
female,married,81,83,80
male,single,60,48,51
female,single,70,71,77
female,married,96,96,95
male,married,84,74,68
female,married,48,50,54
female,divorced,56,67,66
female,married,60,81,76
male,single,85,88,90
female,married,70,71,62
male,married,47,40,46
male,married,80,77,82
female,married,45,48,44
male,married,76,76,62
male,married,64,70,71
female,married,49,61,57
male,married,49,54,48
male,married,66,62,60
female,single,61,64,60
female,married,63,54,58
male,single,82,73,72
male,divorced,83,73,66
female,married,45,42,46
male,married,70,70,67
female,married,63,83,82
female,single,74,92,87
female,single,85,91,96
male,married,53,57,59
male,married,68,64,57
male,single,57,61,54
male,married,88,85,79
female,single,60,65,68
male,divorced,54,59,51
male,married,71,64,64
female,divorced,58,70,72
male,married,59,58,60
female,married,67,66,69
male,single,61,56,57
female,married,76,73,83
female,divorced,59,77,75
female,divorced,56,65,64
female,,75,83,81
male,single,75,73,68
female,divorced,77,79,78
female,divorced,51,72,74
male,married,81,68,65
female,married,71,86,88
female,divorced,58,73,69
male,single,36,37,34
male,married,55,57,53
male,married,94,78,77
male,married,74,83,73
male,married,59,50,54
male,single,94,96,91
male,divorced,66,65,67
male,married,48,49,54
female,married,68,81,88
male,married,60,52,55
male,single,70,64,55
male,single,71,65,58
female,divorced,56,58,65
male,single,66,58,57
male,divorced,77,75,75
female,divorced,47,52,52
male,single,85,85,84
male,married,81,68,63
male,married,53,53,49
female,married,59,89,87
male,single,72,68,65
female,,56,64,62
female,divorced,54,70,67
female,single,54,58,57
male,married,35,39,35
male,single,40,26,22
male,divorced,80,75,72
male,married,58,56,54
male,married,73,57,55
male,single,69,52,53
female,divorced,55,70,77
female,single,62,66,68
female,married,81,100,98
female,single,89,100,97
male,married,72,68,64
female,single,57,79,67
male,married,100,86,88
male,divorced,66,56,52
female,single,69,64,66
female,,59,71,71
female,married,37,53,50
female,single,62,71,76
male,married,26,36,39
male,married,66,57,59
female,married,68,73,74
male,married,69,75,64
female,divorced,56,65,67
female,divorced,56,59,60
male,married,64,57,53
female,married,58,70,64
female,married,73,74,82
male,married,79,79,79
female,single,61,74,69
male,divorced,61,60,46
female,,82,95,97
female,divorced,63,58,60
male,married,56,52,45
female,married,83,90,94
male,divorced,48,39,43
female,married,74,85,79
female,married,78,91,93
male,married,75,74,67
female,married,62,57,57
male,divorced,73,73,72
female,divorced,62,74,66
male,married,63,55,54
female,single,72,73,76
female,divorced,67,74,78
female,,55,64,66
male,divorced,90,70,74
male,married,85,73,74
female,single,52,59,61
female,single,77,85,72
female,married,50,59,59
female,single,62,55,62
female,,55,61,57
female,single,43,50,51
male,married,73,70,72
female,married,51,69,64
female,married,81,83,87
female,single,41,55,55
male,married,70,71,78
female,married,65,77,77
male,married,80,82,75
male,single,54,58,58
female,married,76,75,77
female,married,56,72,74
male,married,82,80,83
male,single,52,52,47
female,married,50,62,65
female,married,81,85,81
male,divorced,64,60,61
female,married,58,74,73
female,married,20,38,37
female,single,63,66,71
male,married,68,73,61
female,married,78,89,81
female,married,46,61,68
female,single,48,66,67
female,single,68,76,74
male,single,65,62,62
male,married,64,58,57
female,married,69,91,92
female,married,53,70,64
female,divorced,24,38,33
female,married,59,64,64
female,divorced,60,71,74
male,single,28,35,32
female,divorced,56,64,63
male,married,75,78,75
female,married,56,73,74
male,widowed,71,65,57
male,single,82,69,72
male,married,51,57,50
male,married,62,61,52
female,married,40,51,52
female,single,56,75,74
female,married,89,98,92
male,married,90,90,91
male,divorced,71,72,80
male,married,64,61,54
male,married,69,70,68
female,divorced,72,66,75
male,widowed,61,60,50
male,married,50,58,53
male,married,86,80,73
male,married,75,64,70
male,single,65,64,68
female,married,67,73,76
male,married,45,40,41
female,married,80,81,85
male,married,64,58,54
female,single,63,81,81
female,married,52,65,52
female,single,80,86,88
male,married,92,84,85
female,married,63,69,64
male,married,61,61,54
female,married,60,69,65
male,divorced,50,50,49
female,married,63,69,71
male,married,69,60,64
male,married,76,63,59
male,married,66,67,75
male,married,89,81,82
male,married,77,70,70
male,married,70,71,67
female,single,71,77,79
male,married,84,68,67
male,single,74,69,64
female,married,64,75,86
female,married,38,68,64
female,single,70,81,78
female,married,71,83,92
female,divorced,62,90,79
female,married,55,59,56
male,married,82,75,68
female,married,80,96,93
female,divorced,70,78,80
female,married,81,88,85
female,divorced,94,93,95
male,married,63,58,63
male,married,76,82,82
female,single,58,66,60
male,single,63,61,59
male,divorced,82,77,73
female,married,58,63,61
male,widowed,70,70,69
female,married,51,65,57
female,divorced,39,65,57
male,married,62,66,64
male,married,46,41,46
female,divorced,66,64,64
female,widowed,77,80,86
female,married,42,64,62
male,married,75,73,78
female,married,61,81,85
male,single,79,71,64
female,married,65,63,67
male,married,64,61,65
male,widowed,92,64,66
female,divorced,39,53,50
female,divorced,70,77,82
female,divorced,83,90,90
female,married,77,78,73
male,married,47,42,47
male,married,78,76,61
female,single,69,72,73
male,married,100,100,100
male,divorced,94,86,84
female,married,64,74,65
female,married,71,79,81
female,married,57,61,68
male,married,88,80,81
female,married,51,61,60
female,married,58,63,59
male,divorced,45,53,52
male,single,74,65,61
male,divorced,75,65,58
female,married,83,96,88
female,single,59,70,64
female,single,72,69,75
female,married,85,87,89
female,divorced,62,68,68
female,single,43,58,58
female,married,82,93,93
male,divorced,39,32,32
male,divorced,40,41,32
male,married,75,64,62
male,single,99,92,98
male,married,79,83,76
male,divorced,65,56,54
male,married,47,62,58
male,married,59,63,52
male,,47,54,45
female,single,58,74,67
female,married,76,90,80
male,married,98,82,80
female,married,63,67,76
male,divorced,62,59,60
male,married,76,65,66
female,divorced,15,28,21
female,single,58,74,76
male,,89,75,80
female,married,79,91,88
male,married,74,73,73
male,married,68,66,58
female,married,62,66,68
female,married,64,79,79
female,single,76,89,88
male,divorced,64,50,55
female,single,56,64,63
male,married,47,57,50
male,married,44,55,50
female,married,70,80,80
male,divorced,50,45,46
male,widowed,49,46,34
male,single,78,71,69
female,divorced,38,55,55
male,married,81,74,76
male,divorced,75,64,61
female,married,74,81,79
male,divorced,72,79,78
male,married,100,92,93
female,married,60,59,64
female,married,46,54,56
male,married,81,81,77
female,married,96,92,95
female,single,68,75,73
male,,68,65,63
male,single,54,46,47
female,divorced,56,74,64
female,married,45,56,61
male,single,51,55,52
male,married,74,77,70
female,single,61,86,78
female,single,53,59,60
female,divorced,66,83,82
female,married,62,66,60
female,married,64,75,73
female,divorced,58,58,57
female,married,54,52,56
female,divorced,57,66,72
female,divorced,80,93,90
male,single,86,79,73
male,divorced,87,89,86
female,divorced,42,47,52
female,married,72,75,79
female,married,31,44,49
female,married,53,70,65
female,single,42,49,48
male,divorced,64,62,60
female,married,49,77,68
male,married,100,85,90
male,married,77,77,79
female,married,56,59,56
female,divorced,62,78,77
female,single,69,69,76
female,single,48,65,63
male,married,98,84,86
male,married,87,84,85
female,married,61,66,67
male,married,67,66,58
male,married,29,24,25
male,single,59,56,52
female,single,57,75,75
female,married,61,64,62
female,married,66,75,72
male,married,98,90,83
female,married,39,55,57
male,single,61,57,53
female,single,44,60,55
female,married,53,61,54
male,married,59,58,58
male,,58,57,60
female,divorced,71,81,76
female,divorced,58,70,67
female,married,69,83,89
male,divorced,56,53,45
female,,84,89,88
male,divorced,58,58,54
male,married,74,75,72
male,single,76,79,66
male,married,82,76,75
female,married,87,93,97
female,married,39,56,61
male,divorced,95,84,79
male,married,68,55,54
female,single,51,70,68
female,widowed,65,80,84
male,married,95,79,83
female,married,54,68,64
male,married,52,48,41
male,divorced,79,64,64
male,married,71,68,64
female,married,58,63,68
female,married,77,82,75
female,single,49,55,50
female,married,49,63,64
male,married,84,69,79
female,single,62,77,76
male,single,87,81,73
male,married,83,72,67
male,single,73,64,57
female,single,53,65,75
female,divorced,62,55,66
male,,74,72,71
male,married,59,53,53
female,divorced,72,70,72
female,,62,66,62
female,married,70,89,88
male,,45,42,36
female,married,69,68,71
female,,85,87,92
female,divorced,62,78,77
female,single,68,78,73
male,single,63,58,55
female,single,88,89,96
female,married,34,49,52
female,single,70,85,86
male,married,50,63,61
male,single,66,66,61
male,single,50,52,49
female,married,56,66,67
male,divorced,86,69,68
male,married,66,62,67
male,married,65,63,61
male,married,50,46,39
male,divorced,87,80,76
female,single,56,78,75
female,widowed,33,52,48
female,married,79,90,91
male,divorced,69,71,70
male,divorced,55,49,41
male,married,67,59,67
female,married,61,59,63
female,married,26,39,34
female,married,73,81,82
female,married,78,84,85
male,married,71,68,72
male,divorced,87,70,74
female,married,59,70,77
female,single,48,60,67
male,divorced,77,63,59
male,married,90,83,80
male,married,69,65,62
male,single,96,99,100
male,married,74,73,64
male,married,70,68,67
male,single,70,64,69
male,married,71,71,74
female,widowed,66,93,94
male,widowed,97,88,83
male,married,43,48,43
female,married,87,99,89
female,married,63,70,73
female,single,49,57,63
male,married,71,80,75
female,married,48,54,52
female,widowed,70,79,78
female,married,47,69,61
female,single,51,65,58
female,married,66,74,73
male,married,64,62,56
male,single,91,76,75
male,single,71,63,67
male,married,65,65,59
male,single,74,76,73
male,single,82,74,71
female,married,27,36,38
male,married,61,60,55
female,married,66,75,76
male,single,89,78,74
female,married,81,93,93
male,married,57,54,52
male,married,72,73,73
female,married,67,90,89
male,divorced,63,62,58
female,single,54,69,60
female,married,56,74,70
female,married,37,53,51
female,single,61,61,65
male,married,63,67,52
male,married,62,57,56
female,single,96,100,100
female,single,59,65,74
male,divorced,61,56,57
female,married,48,59,61
male,single,93,85,87
female,divorced,60,68,61
female,married,58,70,68
female,widowed,89,95,93
male,married,43,39,40
female,single,62,75,75
female,married,65,74,74
male,single,77,64,65
female,single,39,44,43
female,divorced,41,53,52
male,married,55,62,57
male,married,66,78,62
female,divorced,43,58,64
female,single,71,86,79
female,married,71,82,79
female,married,77,77,77
male,divorced,82,75,69
female,married,63,71,70
female,single,57,61,56
male,married,29,36,30
male,married,79,73,68
male,married,67,62,54
female,married,50,54,53
male,,83,80,80
male,married,69,61,55
female,single,82,90,86
female,married,70,89,92
male,single,54,64,59
male,divorced,71,78,67
female,divorced,98,95,93
female,married,31,35,38
female,married,50,60,55
male,married,61,61,57
female,married,49,58,54
female,divorced,73,69,80
female,married,49,71,67
female,single,86,89,83
female,divorced,66,68,71
male,married,67,64,60
male,married,93,91,89
female,married,58,63,58
female,married,86,82,90
female,married,74,80,74
male,single,58,58,52
male,married,45,46,51
male,married,75,69,70
female,married,53,62,70
male,single,55,66,63
female,married,81,86,82
female,married,66,83,77
female,divorced,60,64,63
male,married,82,78,78
female,widowed,48,60,62
female,single,80,75,81
female,divorced,71,87,78
male,married,74,75,77
female,,53,53,48
male,married,86,73,81
male,married,81,64,65
male,married,77,73,65
female,divorced,54,71,77
female,married,80,83,93
male,married,69,57,57
male,married,77,74,68
female,divorced,77,94,92
male,single,77,74,79
male,single,78,68,69
female,single,27,39,34
female,married,78,84,84
male,divorced,53,48,46
female,divorced,81,85,88
male,married,91,75,78
male,single,65,75,60
female,divorced,71,75,68
male,married,53,55,51
female,married,54,66,74
female,married,48,61,61
male,married,69,57,58
male,single,86,76,71
male,single,76,84,86
female,married,68,78,75
female,widowed,31,42,47
male,single,70,72,79
female,divorced,47,40,39
female,married,81,92,90
male,married,56,54,63
male,married,63,59,54
male,single,60,48,43
female,married,54,74,64
female,married,72,82,80
male,single,80,81,74
male,married,77,72,67
male,married,66,57,61
female,married,77,75,75
female,married,81,78,86
female,married,64,73,71
male,married,100,100,100
male,widowed,70,64,57
female,single,57,63,67
male,single,95,89,88
male,married,68,66,59
female,divorced,73,81,78
female,married,59,85,77
female,married,57,60,60
male,married,65,67,59
male,married,71,59,59
female,single,72,83,84
male,married,62,62,57
male,married,59,47,47
female,single,61,67,68
female,divorced,51,64,63
female,married,51,68,63
female,single,50,66,67
male,married,57,46,53
female,divorced,74,78,84
female,,58,72,70
male,married,56,49,41
female,married,49,46,45
female,married,49,63,61
male,married,32,38,35
female,married,83,99,98
female,married,64,73,75
female,married,73,86,82
male,divorced,58,64,60
female,single,57,59,66
female,married,62,78,77
male,married,60,58,63
female,divorced,76,73,80
